prompt_id,category,difficulty,persona,difficulty_rationale,category_rationale
P003935,portfolio_analytics,5,Quant,,
P003936,pricing,1,Spot Trader,,
P003937,pricing,1,Portfolio Manager,,
P003938,pricing,2,Spot Trader,,
P003939,pricing,2,Quant,,
P003940,pricing,3,Macro Analyst,,
P003941,pricing,3,Quant,,
P003942,pricing,4,Macro Analyst,,
P003943,pricing,4,Vol RV Trader,,
P003944,pricing,5,Portfolio Manager,,
P003945,pricing,5,Quant,,
P003946,rates_fx_linked_analysis,1,Macro Analyst,,
P003947,rates_fx_linked_analysis,1,Spot Trader,,
P003948,rates_fx_linked_analysis,2,Macro Analyst,,
P003949,rates_fx_linked_analysis,2,Quant,,
P003950,rates_fx_linked_analysis,3,Portfolio Manager,,
P003951,rates_fx_linked_analysis,3,Macro Analyst,,
P003952,rates_fx_linked_analysis,4,Macro Analyst,,
P003953,rates_fx_linked_analysis,4,Quant,,
P003954,rates_fx_linked_analysis,5,Macro Analyst,,
P003955,rates_fx_linked_analysis,5,Portfolio Manager,,
P003956,relative_value,1,Risk Manager,,
P003957,relative_value,1,Research Analyst,,
P003958,relative_value,2,Research Analyst,,
P003959,relative_value,2,Quant,,
P003960,relative_value,3,RV Trader,,
P003961,relative_value,3,Macro Analyst,,
P003962,relative_value,4,Vol RV Trader,,
P003963,relative_value,4,RV Trader,,
P003964,relative_value,5,Vol RV Trader,,
P003965,relative_value,5,Macro Analyst,,
P003966,risk_greeks,1,Options Trader,,
P003967,risk_greeks,1,Spot Trader,,
P003968,risk_greeks,2,Options Trader,,
P003969,risk_greeks,2,Risk Manager,,
P003970,risk_greeks,3,Options Trader,,
P003971,risk_greeks,3,Risk Manager,,
P003972,risk_greeks,4,Vol RV Trader,,
P003973,risk_greeks,4,Risk Manager,,
P003974,risk_greeks,5,Vol RV Trader,,
P003975,risk_greeks,5,Macro Analyst,,
P003976,scenario_analysis,1,Spot Trader,,
P003977,scenario_analysis,1,Research Analyst,,
P003978,scenario_analysis,2,Macro Analyst,,
P003979,scenario_analysis,2,Risk Manager,,
P003980,scenario_analysis,3,Macro Analyst,,
P003981,scenario_analysis,3,Risk Manager,,
P003982,scenario_analysis,4,Research Analyst,,
P003983,scenario_analysis,4,Macro Analyst,,
P003984,scenario_analysis,5,Portfolio Manager,,
P003985,scenario_analysis,5,Macro Analyst,,
P003986,trade_discovery,1,Spot Trader,,
P003987,trade_discovery,1,Commodity Trader,,
P003988,trade_discovery,2,Spot Trader,,
P003989,trade_discovery,2,Research Analyst,,
P003990,trade_discovery,3,Macro Analyst,,
P003991,trade_discovery,3,Quant,,
P003992,trade_discovery,4,Macro Analyst,,
P003993,trade_discovery,4,Vol RV Trader,,
P003994,trade_discovery,5,Portfolio Manager,,
P003995,trade_discovery,5,Macro Analyst,,
P003996,vol_surface_analysis,1,Options Trader,,
P003997,vol_surface_analysis,1,FX Trader,,
P003998,vol_surface_analysis,2,Vol RV Trader,,
P003999,vol_surface_analysis,2,Portfolio Manager,,
P004000,vol_surface_analysis,3,Vol RV Trader,,
P004001,vol_surface_analysis,3,Quant,,
P004002,vol_surface_analysis,4,Vol RV Trader,,
P004003,vol_surface_analysis,4,Risk Manager,,
P004004,vol_surface_analysis,5,Vol RV Trader,,
P004005,vol_surface_analysis,5,Macro Analyst,,
P004006,Algorithmic Trading Strategies,1,Quant,,
P004007,Algorithmic Trading Strategies,1,Research Analyst,,
P004008,Algorithmic Trading Strategies,1,Spot Trader,,
P004009,Algorithmic Trading Strategies,2,Quant,,
P004010,Algorithmic Trading Strategies,2,Research Analyst,,
P004011,Algorithmic Trading Strategies,2,Spot Trader,,
P004012,Algorithmic Trading Strategies,3,Options Trader,,
P004013,Algorithmic Trading Strategies,3,Quant,,
P004014,Algorithmic Trading Strategies,3,Macro Analyst,,
P004015,Algorithmic Trading Strategies,4,Quant,,
P004016,Algorithmic Trading Strategies,4,Risk Manager,,
P004017,Algorithmic Trading Strategies,4,Portfolio Manager,,
P004018,Algorithmic Trading Strategies,5,Quant,,
P004019,Algorithmic Trading Strategies,5,Risk Manager,,
P004020,Algorithmic Trading Strategies,5,Portfolio Manager,,
P004021,Alternative Data Analysis,1,Macro Analyst,,
P004022,Alternative Data Analysis,1,Research Analyst,,
P004023,Alternative Data Analysis,2,Macro Analyst,,
P004024,Alternative Data Analysis,2,Research Analyst,,
P004025,Alternative Data Analysis,3,Quant,,
P004026,Alternative Data Analysis,3,Macro Analyst,,
P004027,Alternative Data Analysis,4,Macro Analyst,,
P004028,Alternative Data Analysis,4,Quant,,
P004029,Alternative Data Analysis,5,Quant,,
P004030,Alternative Data Analysis,5,Macro Analyst,,
P004031,Behavioral Finance Analysis,1,Research Analyst,,
P004032,Behavioral Finance Analysis,1,Macro Analyst,,
P004033,Behavioral Finance Analysis,1,Portfolio Manager,,
P004034,Behavioral Finance Analysis,2,Macro Analyst,,
P004035,Behavioral Finance Analysis,2,Quant,,
P004036,Behavioral Finance Analysis,2,Options Trader,,
P004037,Behavioral Finance Analysis,3,Research Analyst,,
P004038,Behavioral Finance Analysis,3,Macro Analyst,,
P004039,Behavioral Finance Analysis,3,Quant,,
P004040,Behavioral Finance Analysis,4,Research Analyst,,
P004041,Behavioral Finance Analysis,4,Macro Analyst,,
P004042,Behavioral Finance Analysis,4,Quant,,
P004043,Behavioral Finance Analysis,5,Portfolio Manager,,
P004044,Behavioral Finance Analysis,5,Research Analyst,,
P004045,Behavioral Finance Analysis,5,Quant,,
P004046,Commodity Trading Analysis,1,Spot Trader,,
P004047,Commodity Trading Analysis,1,Research Analyst,,
P004048,Commodity Trading Analysis,2,Research Analyst,,
P004049,Commodity Trading Analysis,2,Risk Manager,,
P004050,Commodity Trading Analysis,3,Portfolio Manager,,
P004051,Commodity Trading Analysis,3,Research Analyst,,
P004052,Commodity Trading Analysis,4,Research Analyst,,
P004053,Commodity Trading Analysis,4,Macro Analyst,,
P004054,Commodity Trading Analysis,5,Portfolio Manager,,
P004055,Commodity Trading Analysis,5,Macro Analyst,,
P004056,Credit Risk Analysis,1,Research Analyst,,
P004057,Credit Risk Analysis,1,Risk Manager,,
P004058,Credit Risk Analysis,2,Macro Analyst,,
P004059,Credit Risk Analysis,2,Risk Manager,,
P004060,Credit Risk Analysis,3,Portfolio Manager,,
P004061,Credit Risk Analysis,3,Credit Risk Analyst,,
P004062,Credit Risk Analysis,4,Credit Risk Analyst,,
P004063,Credit Risk Analysis,4,Portfolio Manager,,
P004064,Credit Risk Analysis,5,Portfolio Manager,,
P004065,Credit Risk Analysis,5,Macro Analyst,,
P004066,Cryptocurrency Analysis,1,Macro Analyst,,
P004067,Cryptocurrency Analysis,1,Research Analyst,,
P004068,Cryptocurrency Analysis,2,Portfolio Manager,,
P004069,Cryptocurrency Analysis,2,Macro Analyst,,
P004070,Cryptocurrency Analysis,3,Macro Analyst,,
P004071,Cryptocurrency Analysis,3,Quant,,
P004072,Cryptocurrency Analysis,4,Macro Analyst,,
P004073,Cryptocurrency Analysis,4,Quant,,
P004074,Cryptocurrency Analysis,5,Portfolio Manager,,
P004075,Cryptocurrency Analysis,5,Macro Analyst,,
P004076,Derivatives Analysis,1,Options Trader,,
P004077,Derivatives Analysis,1,Macro Analyst,,
P004078,Derivatives Analysis,1,Spot Trader,,
P004079,Derivatives Analysis,2,Options Trader,,
P004080,Derivatives Analysis,2,Vol RV Trader,,
P004081,Derivatives Analysis,2,Macro Analyst,,
P004082,Derivatives Analysis,3,Vol RV Trader,,
P004083,Derivatives Analysis,3,Options Trader,,
P004084,Derivatives Analysis,3,Macro Analyst,,
P004085,Derivatives Analysis,4,Vol RV Trader,,
P004086,Derivatives Analysis,4,Macro Analyst,,
P004087,Derivatives Analysis,4,Risk Manager,,
P004088,Derivatives Analysis,5,Vol RV Trader,,
P004089,Derivatives Analysis,5,Macro Analyst,,
P004090,Derivatives Analysis,5,Quant,,
P004091,Digital Assets,1,Portfolio Manager,,
P004092,Digital Assets,1,Spot Trader,,
P004093,Digital Assets,1,Research Analyst,,
P004094,Digital Assets,2,Quant,,
P004095,Digital Assets,2,Risk Manager,,
P004096,Digital Assets,2,Macro Analyst,,
P004097,Digital Assets,3,Portfolio Manager,,
P004098,Digital Assets,3,Quant,,
P004099,Digital Assets,3,Macro Analyst,,
P004100,Digital Assets,4,Portfolio Manager,,
P004101,Digital Assets,4,Risk Manager,,
P004102,Digital Assets,4,Quant,,
P004103,Digital Assets,5,Portfolio Manager,,
P004104,Digital Assets,5,Macro Analyst,,
P004105,Digital Assets,5,Quant,,
P004106,ESG Analysis,1,Research Analyst,,
P004107,ESG Analysis,1,Macro Analyst,,
P004108,ESG Analysis,2,Macro Analyst,,
P004109,ESG Analysis,2,Portfolio Manager,,
P004110,ESG Analysis,3,Research Analyst,,
P004111,ESG Analysis,3,Macro Analyst,,
P004112,ESG Analysis,4,Portfolio Manager,,
P004113,ESG Analysis,4,Macro Analyst,,
P004114,ESG Analysis,5,Macro Analyst,,
P004115,ESG Analysis,5,Portfolio Manager,,
P004116,Emerging Markets Analysis,1,Macro Analyst,,
P004117,Emerging Markets Analysis,1,Research Analyst,,
P004118,Emerging Markets Analysis,2,Macro Analyst,,
P004119,Emerging Markets Analysis,2,Research Analyst,,
P004120,Emerging Markets Analysis,3,Macro Analyst,,
P004121,Emerging Markets Analysis,3,Portfolio Manager,,
P004122,Emerging Markets Analysis,4,Macro Analyst,,
P004123,Emerging Markets Analysis,4,Research Analyst,,
P004124,Emerging Markets Analysis,5,Portfolio Manager,,
P004125,Emerging Markets Analysis,5,Macro Analyst,,
P004126,Fintech Innovations,1,Research Analyst,,
P004127,Fintech Innovations,1,Macro Analyst,,
P004128,Fintech Innovations,1,Portfolio Manager,,
P004129,Fintech Innovations,2,Portfolio Manager,,
P004130,Fintech Innovations,2,Macro Analyst,,
P004131,Fintech Innovations,2,Research Analyst,,
P004132,Fintech Innovations,3,Research Analyst,,
P004133,Fintech Innovations,3,Quant,,
P004134,Fintech Innovations,3,Risk Manager,,
P004135,Fintech Innovations,4,Quant,,
P004136,Fintech Innovations,4,Portfolio Manager,,
P004137,Fintech Innovations,4,Research Analyst,,
P004138,Fintech Innovations,5,Portfolio Manager,,
P004139,Fintech Innovations,5,Macro Analyst,,
P004140,Fintech Innovations,5,Quant,,
P004141,Geopolitical Risk,1,Risk Manager,,
P004142,Geopolitical Risk,1,Macro Analyst,,
P004143,Geopolitical Risk,2,Macro Analyst,,
P004144,Geopolitical Risk,2,Research Analyst,,
P004145,Geopolitical Risk,3,Macro Analyst,,
P004146,Geopolitical Risk,3,Event Trader,,
P004147,Geopolitical Risk,4,Macro Analyst,,
P004148,Geopolitical Risk,4,Risk Manager,,
P004149,Geopolitical Risk,5,Macro Analyst,,
P004150,Geopolitical Risk,5,Portfolio Manager,,
P004151,Infrastructure Investment Analysis,1,Macro Analyst,,
P004152,Infrastructure Investment Analysis,1,Research Analyst,,
P004153,Infrastructure Investment Analysis,2,Research Analyst,,
P004154,Infrastructure Investment Analysis,2,Macro Analyst,,
P004155,Infrastructure Investment Analysis,3,Macro Analyst,,
P004156,Infrastructure Investment Analysis,3,Research Analyst,,
P004157,Infrastructure Investment Analysis,4,Macro Analyst,,
P004158,Infrastructure Investment Analysis,4,Research Analyst,,
P004159,Infrastructure Investment Analysis,5,Portfolio Manager,,
P004160,Infrastructure Investment Analysis,5,Research Analyst,,
P004161,Interest Rate Swaps,1,Research Analyst,,
P004162,Interest Rate Swaps,1,Macro Analyst,,
P004163,Interest Rate Swaps,2,Portfolio Manager,,
P004164,Interest Rate Swaps,2,Macro Analyst,,
P004165,Interest Rate Swaps,3,Macro Analyst,,
P004166,Interest Rate Swaps,3,Risk Manager,,
P004167,Interest Rate Swaps,4,Macro Analyst,,
P004168,Interest Rate Swaps,4,Risk Manager,,
P004169,Interest Rate Swaps,5,Macro Analyst,,
P004170,Interest Rate Swaps,5,Quant,,
P004171,Machine Learning/AI Analysis,1,Macro Analyst,,
P004172,Machine Learning/AI Analysis,1,Research Analyst,,
P004173,Machine Learning/AI Analysis,2,Portfolio Manager,,
P004174,Machine Learning/AI Analysis,2,Quant,,
P004175,Machine Learning/AI Analysis,3,Macro Analyst,,
P004176,Machine Learning/AI Analysis,3,Quant,,
P004177,Machine Learning/AI Analysis,4,Quant,,
P004178,Machine Learning/AI Analysis,4,Risk Manager,,
P004179,Machine Learning/AI Analysis,5,Quant,,
P004180,Machine Learning/AI Analysis,5,Research Analyst,,
P004181,Quantitative Risk Management,1,Risk Manager,,
P004182,Quantitative Risk Management,1,Quant,,
P004183,Quantitative Risk Management,1,Options Trader,,
P004184,Quantitative Risk Management,2,Risk Manager,,
P004185,Quantitative Risk Management,2,Quant,,
P004186,Quantitative Risk Management,2,Portfolio Manager,,
P004187,Quantitative Risk Management,3,Risk Manager,,
P004188,Quantitative Risk Management,3,Portfolio Manager,,
P004189,Quantitative Risk Management,3,Quant,,
P004190,Quantitative Risk Management,4,Risk Manager,,
P004191,Quantitative Risk Management,4,Quant,,
P004192,Quantitative Risk Management,4,Portfolio Manager,,
P004193,Quantitative Risk Management,5,Risk Manager,,
P004194,Quantitative Risk Management,5,Quant,,
P004195,Quantitative Risk Management,5,Macro Analyst,,
P004196,Real Estate Analysis,1,Research Analyst,,
P004197,Real Estate Analysis,1,Macro Analyst,,
P004198,Real Estate Analysis,2,Research Analyst,,
P004199,Real Estate Analysis,2,Macro Analyst,,
P004200,Real Estate Analysis,3,Research Analyst,,
P004201,Real Estate Analysis,3,Macro Analyst,,
P004202,Real Estate Analysis,4,Portfolio Manager,,
P004203,Real Estate Analysis,4,Macro Analyst,,
P004204,Real Estate Analysis,5,Macro Analyst,,
P004205,Real Estate Analysis,5,Portfolio Manager,,
P004206,Regulatory Compliance,1,Risk Manager,,
P004207,Regulatory Compliance,1,Portfolio Manager,,
P004208,Regulatory Compliance,2,Risk Manager,,
P004209,Regulatory Compliance,2,Macro Analyst,,
P004210,Regulatory Compliance,3,Macro Analyst,,
P004211,Regulatory Compliance,3,Risk Manager,,
P004212,Regulatory Compliance,4,Risk Manager,,
P004213,Regulatory Compliance,4,Macro Analyst,,
P004214,Regulatory Compliance,5,Risk Manager,,
P004215,Regulatory Compliance,5,Macro Analyst,,
P004216,backtesting,1,Portfolio Manager,,
P004217,backtesting,1,Macro Analyst,,
P004218,backtesting,2,Quant,,
P004219,backtesting,2,Research Analyst,,
P004220,backtesting,3,Quant,,
P004221,backtesting,3,Macro Analyst,,
P004222,backtesting,4,Portfolio Manager,,
P004223,backtesting,4,Risk Manager,,
P004224,backtesting,5,Macro Analyst,,
P004225,backtesting,5,Quant,,
P004226,basis_cross_currency,1,Spot Trader,,
P004227,basis_cross_currency,1,Research Analyst,,
P004228,basis_cross_currency,2,Spot Trader,,
P004229,basis_cross_currency,2,RV Trader,,
P004230,basis_cross_currency,3,Macro Analyst,,
P004231,basis_cross_currency,3,Research Analyst,,
P004232,basis_cross_currency,4,Macro Analyst,,
P004233,basis_cross_currency,4,Risk Manager,,
P004234,basis_cross_currency,5,Macro Analyst,,
P004235,basis_cross_currency,5,Risk Manager,,
P004236,carry_roll_analysis,1,Spot Trader,,
P004237,carry_roll_analysis,1,Macro Analyst,,
P004238,carry_roll_analysis,2,Macro Analyst,,
P004239,carry_roll_analysis,2,Research Analyst,,
P004240,carry_roll_analysis,3,Quant,,
P004241,carry_roll_analysis,3,Macro Analyst,,
P004242,carry_roll_analysis,4,Macro Analyst,,
P004243,carry_roll_analysis,4,Portfolio Manager,,
P004244,carry_roll_analysis,5,Quant,,
P004245,carry_roll_analysis,5,Macro Analyst,,
P004246,data_quality_reconciliation,1,Research Analyst,,
P004247,data_quality_reconciliation,1,Risk Manager,,
P004248,data_quality_reconciliation,2,Risk Manager,,
P004249,data_quality_reconciliation,2,Quant,,
P004250,data_quality_reconciliation,3,Risk Manager,,
P004251,data_quality_reconciliation,3,Research Analyst,,
P004252,data_quality_reconciliation,4,Quant,,
P004253,data_quality_reconciliation,4,Risk Manager,,
P004254,data_quality_reconciliation,5,Macro Analyst,,
P004255,data_quality_reconciliation,5,Quant,,
P004256,event_risk_calendar,1,Research Analyst,,
P004257,event_risk_calendar,1,Risk Manager,,
P004258,event_risk_calendar,2,Macro Analyst,,
P004259,event_risk_calendar,2,Risk Manager,,
P004260,event_risk_calendar,3,Macro Analyst,,
P004261,event_risk_calendar,3,Research Analyst,,
P004262,event_risk_calendar,4,Macro Analyst,,
P004263,event_risk_calendar,4,Risk Manager,,
P004264,event_risk_calendar,5,Risk Manager,,
P004265,event_risk_calendar,5,Macro Analyst,,
P004266,execution_microstructure,1,Spot Trader,,
P004267,execution_microstructure,1,Portfolio Manager,,
P004268,execution_microstructure,2,Spot Trader,,
P004269,execution_microstructure,2,Risk Manager,,
P004270,execution_microstructure,3,Quant,,
P004271,execution_microstructure,3,Spot Trader,,
P004272,execution_microstructure,4,Quant,,
P004273,execution_microstructure,4,Risk Manager,,
P004274,execution_microstructure,5,Quant,,
P004275,execution_microstructure,5,Macro Analyst,,
P004276,hedging,1,Spot Trader,,
P004277,hedging,1,Risk Manager,,
P004278,hedging,2,Risk Manager,,
P004279,hedging,2,Spot Trader,,
P004280,hedging,3,Portfolio Manager,,
P004281,hedging,3,Quant,,
P004282,hedging,4,Portfolio Manager,,
P004283,hedging,4,Risk Manager,,
P004284,hedging,5,Portfolio Manager,,
P004285,hedging,5,Risk Manager,,
P004286,historical_pricing,1,Research Analyst,,
P004287,historical_pricing,1,Spot Trader,,
P004288,historical_pricing,2,Macro Analyst,,
P004289,historical_pricing,2,Risk Manager,,
P004290,historical_pricing,3,Macro Analyst,,
P004291,historical_pricing,3,Risk Manager,,
P004292,historical_pricing,4,Quant,,
P004293,historical_pricing,4,Vol RV Trader,,
P004294,historical_pricing,5,Macro Analyst,,
P004295,historical_pricing,5,Quant,,
P004296,historical_query,1,Spot Trader,,
P004297,historical_query,1,Macro Analyst,,
P004298,historical_query,2,Macro Analyst,,
P004299,historical_query,2,Quant,,
P004300,historical_query,3,Macro Analyst,,
P004301,historical_query,3,Vol RV Trader,,
P004302,historical_query,4,Macro Analyst,,
P004303,historical_query,4,Quant,,
P004304,historical_query,5,Macro Analyst,,
P004305,historical_query,5,Research Analyst,,
P004306,liquidity_transaction_cost,1,Spot Trader,,
P004307,liquidity_transaction_cost,1,Research Analyst,,
P004308,liquidity_transaction_cost,2,Spot Trader,,
P004309,liquidity_transaction_cost,2,Risk Manager,,
P004310,liquidity_transaction_cost,3,Spot Trader,,
P004311,liquidity_transaction_cost,3,Macro Analyst,,
